LotArea,Neighborhood,YearBuilt,BHK,SalePrice
1562,NWAmes,2004,2,275000
9514,OldTown,1969,1,270000
7748,BrkSide,1991,2,263000
5025,CollgCr,2003,2,256883
7800,Veenker,1989,2,255000
7352,CollgCr,1979,1,252350
10350,Crawfor,1957,1,250000
6930,NoRidge,1990,1,245000
6200,Mitchel,1948,1,240000
7384,Somerst,1979,1,225000
5000,NWAmes,1959,1,217450
10384,OldTown,1969,1,215000
9987,BrkSide,1967,1,204700
3090,CollgCr,1903,1.5,197500
8520,Veenker,1967,1,190000
8100,CollgCr,1932,1,185000
5200,Crawfor,1970,1,174950
10862,NoRidge,1991,2,2000000
8313,Mitchel,2008,2,1270000
6641,Somerst,1947,1,875000
24440,NWAmes,1996,2,862500
5402,OldTown,2014,2,804995
5000,BrkSide,2005,2,799000
5440,CollgCr,1904,1,785000
3750,Veenker,2000,2,772000
14300,CollgCr,2003,2,730100
5310,Crawfor,2006,2,725000
3933,NoRidge,1926,1,724800
7200,Mitchel,1947,1,720000
6455,Somerst,2009,2,675000
12353,NWAmes,1977,2,655000
11380,OldTown,1983,2,645000
4000,BrkSide,1921,1.5,620000
5000,CollgCr,2003,2,619500
6439,Veenker,2005,2,619000
1984,CollgCr,2008,2.5,611000
3600,Crawfor,1909,1,605000
2500,NoRidge,1987,2,605000
1221,Mitchel,2013,3,565000
9604,Somerst,1990,1,551000
6700,NWAmes,1920,1.5,540000
3135,OldTown,1931,1.5,523000
7875,BrkSide,2003,2,522500
1500,CollgCr,2006,2,500000
2400,Veenker,1900,1.5,490000
5000,CollgCr,1937,1,490000
5000,Crawfor,2009,2,480000
4049,NoRidge,1926,1.5,451000
7800,Mitchel,1977,1,446000
7340,Somerst,1984,2,445000
24318,NWAmes,2010,1,445000
36847,OldTown,1992,2,437500
7568,BrkSide,2001,2,433000
4333,CollgCr,1956,1,430000
13218,Veenker,1988,1,425000
5761,CollgCr,1990,2,408200
83199,Crawfor,1973,2,400000
10541,NoRidge,1981,1,385000
1787,Mitchel,2007,3,379950
1377,Somerst,2005,2,377500
1751,NWAmes,2007,2,375000
7956,OldTown,2005,2,375000
9957,BrkSide,1972,1,370000
197326,CollgCr,1982,2,363750
5100,Veenker,1942,1,350000
4000,CollgCr,2009,2,350000
7991,Crawfor,1962,1.5,345000
6826,NoRidge,1944,1,342000
1663,Mitchel,2012,2,341000
4800,Somerst,1951,1,340000
4950,NWAmes,1960,1,330000
11410,OldTown,1977,1,317000
8990,BrkSide,2003,2,314000
38377,CollgCr,1978,1,306500
5874,Veenker,2005,2,306000
6017,CollgCr,1954,1,282613
15639,Crawfor,1987,2,275000
4235,NoRidge,1955,1,254000
9643,Mitchel,1985,1,252700
6660,Somerst,1966,1,250000
7673,NWAmes,1982,1,249000
6519,OldTown,1986,2,248000
6150,BrkSide,1941,1,245000
7200,CollgCr,1948,1.5,245000
6032,Veenker,1941,2,239950
7000,CollgCr,1979,1,239900
1204,Crawfor,2004,2,238000
5200,NoRidge,1978,1,205000
18513,Mitchel,1940,1,180000
5200,Somerst,1955,1,174500
4250,NWAmes,1944,1,410000
55756,OldTown,1954,1,732000
7475,BrkSide,1985,1,575550
3500,CollgCr,1994,1,534640
4688,Veenker,1944,1,488000
8342,CollgCr,1986,2,415000
14110,Crawfor,1987,1,352500
8605,NoRidge,1994,2,297000
10655,Mitchel,1912,2.5,2100000
34460,Somerst,1988,2,1470000
10769,NWAmes,2008,2,1410000
8684,OldTown,1967,1,1220000
6000,BrkSide,1914,1.5,1190000
23400,CollgCr,1951,1,1000000
5000,Veenker,1932,1.5,924000
3560,CollgCr,1921,1.5,885000
49222,Crawfor,1979,2,869000
5900,NoRidge,1937,2,850000
9374,Mitchel,2011,1,818000
59242,Somerst,1988,2,810000
5000,NWAmes,1907,1.5,762000
10452,OldTown,1993,2,755000
64441,BrkSide,2013,2,749950
4905,CollgCr,1912,1,700000
5100,Veenker,1940,1.5,690000
958,CollgCr,2007,3,640000
4200,Crawfor,1998,2,611000
11900,NoRidge,1973,1.5,602000
9191,Mitchel,1928,1.5,592500
7350,Somerst,1977,1,588000
4945,NWAmes,2013,2,575000
9791,OldTown,1984,1,572500
10698,BrkSide,1979,2,565000
4690,CollgCr,1945,1.5,560000
3174,Veenker,1997,2,530000
2983,CollgCr,1979,1,525000
3825,Crawfor,1974,1,524950
2096,NoRidge,2008,2,518000
3250,Mitchel,1901,1.5,487250
4100,Somerst,1926,1.5,485000
1240,NWAmes,2004,3,485000
7706,OldTown,1908,2,485000
1445,BrkSide,2005,2,482500
435600,CollgCr,2005,2,480000
2053,Veenker,2005,3,477000
3825,CollgCr,1929,1,475000
10043,Crawfor,1968,1,475000
28600,NoRidge,1967,1,464000
990,Mitchel,1928,1.5,462000
10530,Somerst,1966,1,462000
7193,NWAmes,1926,1,461000
12687,OldTown,1978,1,446000
10200,BrkSide,1967,1,442500
1968,CollgCr,1906,1.5,440000
3360,Veenker,2009,2,433500
15124,CollgCr,1995,2,429000
4000,Crawfor,1924,1,413500
5257,NoRidge,1966,2,411000
8290,Mitchel,1999,2,390000
1613,Somerst,2014,2,386591
3565,NWAmes,1999,2,373000
4680,OldTown,1908,1,368000
2334,BrkSide,1945,1,367000
9300,CollgCr,1945,1,366500
189486,Veenker,1960,1,359950
7200,CollgCr,1985,2,350000
8601,Crawfor,2003,2,339000
7800,NoRidge,1906,2,333000
7757,Mitchel,1990,2,320000
8045,Somerst,1976,1,319950
7500,NWAmes,1960,1,307000
12247,OldTown,1981,1,305000
9752,BrkSide,2007,1,298450
7900,CollgCr,1978,1,296500
7280,Veenker,1988,2,290000
7700,CollgCr,1962,1.5,290000
13629,Crawfor,1955,1,285000
3211,NoRidge,1982,2,285000
9675,Mitchel,1993,2,280000
1916,Somerst,2005,2,280000
9912,NWAmes,1980,1,256500
8250,OldTown,1953,1,251200
7941,BrkSide,1986,2,247000
3128,CollgCr,2005,2,241000
9612,Veenker,1981,1,225000
2040,CollgCr,1979,2,215000
7275,Crawfor,1970,1,215000
21043,NoRidge,1942,1,210000
4743,Mitchel,1942,1,141800
7620,Somerst,1954,1,137000
5000,NWAmes,1941,1,110700
16953,OldTown,1962,1,1800000
4545,BrkSide,1926,1.5,1740000
8965,CollgCr,1957,1,1690000
74052,Veenker,2001,1,1300000
7861,CollgCr,1970,1,1280000
16643,Crawfor,1995,1,1210000
3192,NoRidge,1919,2,1130000
6888,Mitchel,1939,2,1100000
13777,Somerst,1926,1.5,978000
5086,NWAmes,2008,2,953007
41984,OldTown,1967,1,925000
13875,BrkSide,1938,1,879950
8097,CollgCr,2014,2,860000
1050,Veenker,1915,2,792000
4684,CollgCr,2009,2,785000
1204,Crawfor,2014,3,772000
12100,NoRidge,1976,1,765000
13300,Mitchel,1987,1,760000
4505,Somerst,1952,1,755000
10773,NWAmes,1992,2,749950
7331,OldTown,2004,2,730000
4000,BrkSide,1923,1,710000
4021,CollgCr,1921,1.5,700000
7945,Veenker,2006,2,699000
28300,CollgCr,1954,1,675000
10260,Crawfor,1987,2,675000
12028,NoRidge,1982,2,639000
8048,Mitchel,2007,2,625000
9041,Somerst,2004,2,620000
4105,NWAmes,1992,2,619500
13193,OldTown,1965,1,615000
4975,BrkSide,2014,2,599950
12478,CollgCr,1977,2,598000
6060,Veenker,1926,1,575000
4025,CollgCr,1908,1,570000
158558,Crawfor,1987,1,555000
5802,NoRidge,2001,2,551000
4773,Mitchel,1941,2,525000
10000,Somerst,1942,2,520000
9350,NWAmes,1967,1,519900
8765,OldTown,2006,2,515000
8118,BrkSide,1963,1,507500
1200,CollgCr,2008,3,500000
43560,Veenker,1989,2,499950
4300,CollgCr,1925,1.5,494000
8190,Crawfor,1946,1,490000
2975,NoRidge,2015,3,490000
5120,Mitchel,1951,1,483945
3960,Somerst,1986,1,480000
889,NWAmes,2008,3,479000
7775,OldTown,1950,1,475000
1213,BrkSide,2005,2,467000
10350,CollgCr,1976,1,458000
3760,Veenker,1900,1.5,452000
44866,CollgCr,1953,1,450000
4000,Crawfor,1948,2,440000
1443,NoRidge,2007,3,440000
251341,Mitchel,2003,2,439000
4500,Somerst,1906,1,430000
8494,NWAmes,2004,2,426000
6909,OldTown,1941,1,423000
60113,BrkSide,1943,1,415000
2377,CollgCr,2008,2,415000
3168,Veenker,2014,2,409316
4781,CollgCr,2001,2,405000
6375,Crawfor,1945,2,396675
2940,NoRidge,1920,1.5,395000
14258,Mitchel,1965,1,390000
4440,Somerst,1929,1.5,387500
1280,NWAmes,2012,2,387000
9630,OldTown,1959,1,385000
4000,BrkSide,2003,2,384000
9764,CollgCr,2002,2,380000
1468,Veenker,2008,2,380000
4000,CollgCr,1947,1,376000
10523,Crawfor,1922,2,372500
6953,NoRidge,1999,2,350000
5120,Mitchel,1903,2.5,345600
11200,Somerst,1954,1,345000
10050,NWAmes,1967,1,335000
8308,OldTown,1948,1,330000
43124,BrkSide,1959,1,330000
3680,CollgCr,2013,2,329995
4905,Veenker,2004,2,329900
6765,CollgCr,1947,1,329000
7200,Crawfor,1966,1,326000
9680,NoRidge,1959,1,325000
7225,Mitchel,1965,1,320000
31626,Somerst,1987,1,315000
6969,NWAmes,1955,1,315000
7500,OldTown,1918,1.5,309000
2656,BrkSide,2009,2,305000
9900,CollgCr,1955,1,300000
7735,Veenker,1967,1,300000
5682,CollgCr,1978,2,300000
8000,Crawfor,1950,1,299950
9788,NoRidge,1964,1,291000
10716,Mitchel,1969,1,290000
4700,Somerst,2002,2,289000
6687,NWAmes,1983,1,288400
5340,OldTown,1906,1.5,271310
8424,BrkSide,1953,1,268500
7775,CollgCr,1982,2,263000
6671,Veenker,1989,2,260000
7770,CollgCr,1990,1,259900
8625,Crawfor,1957,1,259000
7560,NoRidge,1978,1,250000
6300,Mitchel,1961,1,250000
5522,Somerst,1943,1.5,243000
9936,NWAmes,1967,1,219950
28710,OldTown,1950,1,210000
6025,BrkSide,1978,1,206000
5000,CollgCr,1967,1,200000
1060,Veenker,2007,1,194000
7692,CollgCr,1926,1,192500
9628,Crawfor,1969,1,120750
8401,NoRidge,2005,2,2700000
7200,Mitchel,2007,2,1580000
26027,Somerst,1992,2,1550000
5800,NWAmes,1909,2.5,1510000
3600,OldTown,2008,2,1220000
40946,BrkSide,1978,2,1190000
8519,CollgCr,2007,1,1130000
8400,Veenker,1987,2,1070000
13095,CollgCr,2009,2,1030000
6120,Crawfor,1926,2,1000000
36450,NoRidge,1977,2,975000
5420,Mitchel,1963,1,970000
6000,Somerst,2006,2,950000
13927,NWAmes,1973,1,895000
9614,OldTown,1998,2,815000
13059,BrkSide,1998,2,744000
1159,CollgCr,2000,3,720000
247421,Veenker,2001,2,712000
46173,CollgCr,1996,2,700000
7875,Crawfor,2006,2,700000
8632,NoRidge,1972,1,691000
6420,Mitchel,1964,1,668750
13402,Somerst,1994,2,655000
6180,NWAmes,1948,1,635000
48706,OldTown,1986,2,625000
14803,BrkSide,1988,2,619420
5226,CollgCr,2001,2,600000
9053,Veenker,1987,2,600000
5776,CollgCr,1998,2,589000
6093,Crawfor,1999,2,567000
3600,NoRidge,1998,2,556000
1168,Mitchel,2007,2,556000
1074218,Somerst,1931,1.5,542500
62290,NWAmes,1983,1,540000
1691,OldTown,2007,2,540000
5790,BrkSide,1994,2,535800
4841,CollgCr,1939,1,535000
10362,Veenker,1998,2,525000
4000,CollgCr,1948,1,525000
11446,Crawfor,1992,2,520000
7604,NoRidge,1990,2,512500
6250,Mitchel,1997,2,495000
2250,Somerst,1909,1,475000
6150,NWAmes,1945,1,452000
4000,OldTown,1940,1,450000
12007,BrkSide,1979,1,442000
3000,CollgCr,1906,1,430000
11160,Veenker,1994,2,430000
49928,CollgCr,1985,2,429000
40946,Crawfor,1945,1,420850
4421,NoRidge,2007,1,413800
9620,Mitchel,1962,1,405000
12446,Somerst,1967,1,396450
1471,NWAmes,2003,2,389999
7947,OldTown,1961,1,385500
11965,BrkSide,1990,2,382000
9416,CollgCr,1961,1,374000
7484,Veenker,1988,2,368250
7710,CollgCr,1909,1,360000
1131,Crawfor,2009,3,360000
7790,NoRidge,1969,1,350000
5453,Mitchel,2002,1,344500
4228,Somerst,2014,2,334990
10500,NWAmes,1995,2,332500
9126,OldTown,1969,1,330000
6750,BrkSide,1947,1,325000
9000,CollgCr,1978,1,318989
13700,Veenker,1949,1,300000
6014,CollgCr,2002,2,299900
5240,Crawfor,1925,1,299800
3230,NoRidge,1997,2,288400
6000,Mitchel,1935,1.5,285000
6326,Somerst,1993,2,275000
10905,NWAmes,1957,1,270000
8797,OldTown,1977,1,260000
8991,BrkSide,1969,1,256750
9039,CollgCr,1973,1,255000
7258,Veenker,1984,1,250000
5500,CollgCr,1947,1,249900
23819,Crawfor,1953,1,246000
7200,NoRidge,1993,1,240000
6120,Mitchel,1941,1.5,230000
111949,Somerst,1940,1,225000
9126,NWAmes,1956,1,220000
8005,OldTown,1993,2,220000
7874,BrkSide,1956,1,218000
4842,CollgCr,1916,1,210000
5200,Veenker,1945,1.5,200000
8120,CollgCr,1950,2,199000
7350,Crawfor,1981,1,195000
3899,NoRidge,1972,1,195000
7600,Mitchel,1980,1,189650
13056,Somerst,1962,1,175000
25000,NWAmes,1966,1,150000
10320,OldTown,2008,2,2150000
12824,BrkSide,1966,1,1600000
7200,CollgCr,1973,1,1180000
12130,Veenker,1987,2,1170000
219542,CollgCr,1996,2,1150000
9200,Crawfor,1976,1,1080000
35021,NoRidge,1983,2,1050000
12590,Mitchel,1988,1.5,1050000
5474,Somerst,2007,2.5,1050000
18687,NWAmes,1996,2,1000000
4000,OldTown,1912,1.5,940000
4800,BrkSide,1907,2,926300
10890,CollgCr,1963,1.5,910000
6744,Veenker,1923,2,850000
6000,CollgCr,1950,1,805000
8001,Crawfor,1987,2,770000
18199,NoRidge,1998,2,749000
3207,Mitchel,1916,1,677000
17388,Somerst,1996,2,665000
4332,NWAmes,2010,2,660000
10496,OldTown,1989,2,657500
8520,BrkSide,1954,1,657000
12394,CollgCr,1999,2,655000
7005,Veenker,1947,1,648360
13978,CollgCr,1977,1,635700
12558,Crawfor,1984,1,625000
8107,NoRidge,2000,2,622500
14982,Mitchel,1981,1,604700
5100,Somerst,1908,1,600000
8240,NWAmes,1968,1,592500
42200,OldTown,1950,1,585000
8140,BrkSide,1977,1,555000
1596,CollgCr,2002,2,505000
59612,Veenker,1948,1,503000
1750,CollgCr,1904,1,494400
5000,Crawfor,1907,2,492000
9600,NoRidge,1978,1,482000
34293,Mitchel,1983,2,480000
8008,Somerst,1981,1,475000
1578,NWAmes,2007,2,432000
14925,OldTown,1982,1,432000
1612,BrkSide,2008,2,431500
8936,CollgCr,1990,2,430000
1588,Veenker,2007,2,430000
7221,CollgCr,2006,1,408000
6250,Crawfor,1942,1,400000
10945,NoRidge,1983,1.5,398000
8060,Mitchel,1991,2,389950
7300,Somerst,1956,1,385000
987,NWAmes,2011,2,380000
4670,OldTown,2013,2,380000
3330,BrkSide,1918,1,373500
67518,CollgCr,1965,1,370000
4046,Veenker,1922,1.5,361000
885,CollgCr,2008,3,359000
16470,Crawfor,1977,1,356000
959,NoRidge,2005,3,355000
1600,Mitchel,1979,2,353250
1279,Somerst,2008,2,353000
3723,NWAmes,2014,2,349900
7876,OldTown,1966,1,348580
6109,BrkSide,1951,1,337000
7900,CollgCr,1986,1,330000
6202,Veenker,2005,2,330000
7208,CollgCr,1994,2,324000
1292,Crawfor,2010,3,321000
10500,NoRidge,1978,1,320000
844,Mitchel,2007,2,320000
5824,Somerst,1949,1,319950
7500,NWAmes,1976,1,307000
169448,OldTown,1942,1.5,305000
7440,BrkSide,1954,1,301350
10812,CollgCr,1943,1,300000
6000,Veenker,2006,2,300000
10640,CollgCr,1978,1,295000
14149,Crawfor,1962,1,275000
6180,NoRidge,1990,2,273000
867,Mitchel,2005,2,270000
3569,Somerst,2011,2,259000
7264,NWAmes,1998,2,254500
8532,OldTown,1959,1,249950
8000,BrkSide,1967,1,245000
7403,CollgCr,1988,2,243500
8300,Veenker,1973,1,240000
11250,CollgCr,1938,1,235750
6000,Crawfor,1956,1,219900
5330,NoRidge,1969,1,180000
4500,Mitchel,1922,1,180000
7292,Somerst,1962,1,180000
2174,NWAmes,1998,2,168000
10270,OldTown,1954,1,150000
11600,BrkSide,1990,2,1610000
5432,CollgCr,1988,1,1330000
172497,Veenker,2003,2,1200000
42769,CollgCr,1983,2,1050000
5854,Crawfor,1967,1,980000
7452,NoRidge,1999,2,950000
13367,Mitchel,1952,1,945000
9200,Somerst,1976,1,902000
217697,NWAmes,2000,1.5,900000
196817,OldTown,1993,2,799950
7200,BrkSide,2005,2,788600
9614,CollgCr,1991,2,782000
9157,Veenker,1984,2,735000
36601,CollgCr,1987,2,675000
6750,Crawfor,1951,1,670500
9550,NoRidge,1966,1,665000
3600,Mitchel,1926,1.5,662990
6250,Somerst,1940,1.5,661254
5700,NWAmes,1951,1,648475
3975,OldTown,1926,1,641000
10092,BrkSide,1984,1,625000
8114,CollgCr,1951,1,607000
3920,Veenker,1947,1,606000
5562,CollgCr,1926,1.5,599000
4500,Crawfor,1924,1,595000
4572,NoRidge,1931,1.5,585000
1173,Mitchel,2008,3,580000
16905,Somerst,1991,2,556000
12905,NWAmes,1965,1,554820
5000,OldTown,1919,1,552000
5400,BrkSide,1992,2,550000
9152,CollgCr,1959,1,550000
213879,Veenker,1987,2,549900
7620,CollgCr,1994,2,535000
5000,Crawfor,1951,1,530000
59677,NoRidge,1999,1,527550
3420,Mitchel,1992,1,526000
6500,Somerst,1941,1,515000
8282,NWAmes,1924,1,498000
2580,OldTown,1910,1.5,478000
8645,BrkSide,1973,1,467100
20720,CollgCr,1967,1,465425
5500,Veenker,1925,1.5,464600
2580,CollgCr,1919,1,462000
4005,Crawfor,1939,1.5,460000
4080,NoRidge,1923,2,449950
8702,Mitchel,1987,1,445000
10400,Somerst,1965,1,440000
12067,NWAmes,2002,2,439950
9600,OldTown,1966,1,433000
9762,BrkSide,1963,1,416000
9641,CollgCr,1983,1.5,410000
35621,Veenker,1989,1,404000
1827,CollgCr,2005,2,402000
12676,Crawfor,1911,2,399500
7155,NoRidge,1993,2,388000
5612,Mitchel,1942,1,383000
6380,Somerst,1940,1,379000
8399,NWAmes,1942,1,377691
1468,OldTown,2006,2,375000
1323,BrkSide,2006,3,360000
1186,CollgCr,2007,3,355000
78408,Veenker,1964,1,354800
11244,CollgCr,1947,1,350000
8476,Crawfor,1983,1,335000
6080,NoRidge,1965,1,334000
6862,Mitchel,1952,1,325000
13500,Somerst,1946,1,306000
9898,NWAmes,2001,2,300000
7788,OldTown,1947,1,300000
15531,BrkSide,1979,2,275000
7540,CollgCr,1988,1,258000
8371,Veenker,1984,1.5,255000
8960,CollgCr,1943,1,244000
39639,Crawfor,1970,1,235000
1730,NoRidge,2007,1.5,235000
11867,Mitchel,1975,1.5,225000
9633,Somerst,1982,1,218000
11507,NWAmes,1966,1,200000
44431,OldTown,1958,1,175000
8645,BrkSide,1955,1,149000
10500,CollgCr,1967,1,132500
7500,Veenker,1943,1,90000
5050,CollgCr,1912,1,80000
4443,Crawfor,2004,3,2000000
68257,NoRidge,1998,2,1680000
7000,Mitchel,2005,2,820000
4320,Somerst,1924,1,501000
5782,NWAmes,1989,2,496700
3000,OldTown,1924,1.5,479000
4399,BrkSide,2007,2,440500
9300,CollgCr,1979,1,372000
10026,Veenker,1996,2,347000
6908,CollgCr,1994,1,245000
7200,Crawfor,1943,1,199000
28000,NoRidge,1981,1,675000
7410,Mitchel,1955,1,355300
3435,Somerst,1984,1.5,325000
4200,NWAmes,2003,2,295000
8459,OldTown,1991,1,195000
35169,BrkSide,1989,1,880000
8810,CollgCr,2004,2,690000
19877,Veenker,1976,1,460000
1468,CollgCr,1956,1,379950
4050,Crawfor,2001,2,370000
3916,NoRidge,2009,2,346000
5000,Mitchel,1960,1,276000
8800,Somerst,1972,1,172500
13000,NWAmes,2000,2,1800000
14685,OldTown,2009,2,1710000
4815,BrkSide,1937,2,1660000
19000,CollgCr,1985,2,1600000
5850,Veenker,1927,2,1570000
9525,CollgCr,1997,2.5,1380000
11533,Crawfor,2004,2,1150000
4050,NoRidge,1926,1.5,1100000
7200,Mitchel,1921,1,1050000
6339,Somerst,1932,1.5,994000
15185,NWAmes,1964,2,970000
5797,OldTown,1951,2,967500
15200,BrkSide,2005,2,960000
10687,CollgCr,1978,2,949880
29043,Veenker,1991,2,857000
50662,CollgCr,1978,1,830000
7200,Crawfor,1952,1,800000
2152,NoRidge,1925,1.5,780000
7399,Mitchel,2009,2,760000
7256,Somerst,2014,2,754950
5400,NWAmes,1902,1.5,751750
5211,OldTown,2004,2,735000
1987,BrkSide,2004,2,732000
4750,CollgCr,1951,1,730001
12899,Veenker,1990,2,725000
4774,CollgCr,1940,1.5,725000
5581,Crawfor,2002,1,715000
4000,NoRidge,1913,1.5,688000
7700,Mitchel,2001,2,685000
7680,Somerst,1940,2,675000
3475,NWAmes,2005,2,627000
217800,OldTown,1979,2,587000
7735,BrkSide,1983,1,585000
36210,CollgCr,1977,1,570000
40902,Veenker,2001,2,569950
3565,CollgCr,1940,2,540000
5527,Crawfor,1951,1,535000
5600,NoRidge,1921,2,535000
3328,Mitchel,1924,1.5,529000
78844,Somerst,1977,1,527500
3800,NWAmes,1926,1.5,525000
6473,OldTown,2005,2,515000
4539,BrkSide,1988,2,500000
1501,CollgCr,2014,2,499950
9144,Veenker,1956,1,495000
1548,CollgCr,2013,3,495000
2550,Crawfor,1985,3,488000
4945,NoRidge,1943,1,480000
6270,Mitchel,1978,2,477000
11502,Somerst,1984,1,475000
234352,NWAmes,1991,2,475000
6000,OldTown,1942,1,468000
8640,BrkSide,1967,1,465000
1431,CollgCr,2006,2,460000
4030,Veenker,1925,1,457500
8252,CollgCr,1998,2,455600
10311,Crawfor,1975,1,455500
5311,NoRidge,2009,2,450800
8515,Mitchel,1999,2,450000
5449,Somerst,2003,2,445830
12940,NWAmes,1961,1,438000
4000,OldTown,1928,1.5,435000
3780,BrkSide,1910,1,427000
8868,CollgCr,1964,1,415000
10226,Veenker,1961,1,415000
8100,CollgCr,1949,1,405000
6490,Crawfor,1942,1,405000
6120,NoRidge,1940,1,400000
1051,Mitchel,2009,3,399950
9292,Somerst,1979,2,399000
10750,NWAmes,1962,1,389000
8775,OldTown,1973,1,375000
7294,BrkSide,1965,1,375000
835,CollgCr,2009,2,370000
9206,Veenker,1954,1.5,360000
9467,CollgCr,1954,1,360000
4970,Crawfor,2003,2,355000
844,NoRidge,2005,2,345000
6250,Mitchel,1941,1,344950
13372,Somerst,1955,1,330000
5952,NWAmes,1964,1,329000
12375,OldTown,1970,2,326500
7683,BrkSide,1942,1,326100
13095,CollgCr,1983,1,325000
6205,Veenker,1948,1,313000
4473,CollgCr,2003,2,312900
1374,Crawfor,2004,3,312000
9288,NoRidge,1968,1,305000
7500,Mitchel,1972,1,304000
6400,Somerst,1955,1,295832
235063,NWAmes,1973,1,293000
7199,OldTown,2003,1,292050
6406,BrkSide,2004,2,283200
15711,CollgCr,1994,1,282000
6250,Veenker,1943,1,280000
7415,CollgCr,1987,1,274950
6600,Crawfor,1967,1,268000
7741,NoRidge,1983,1,265000
2700,Mitchel,2014,2,263900
8018,Somerst,2003,1,260000
8100,NWAmes,1955,1,255000
5250,OldTown,1971,1,244000
9600,BrkSide,1961,1,200000
9350,CollgCr,1918,1,160000
18000,Veenker,2000,2,2000000
6480,CollgCr,1959,2,1970000
7000,Crawfor,1900,2,1400000
9160,NoRidge,2005,1,1400000
10800,Mitchel,1946,1,1290000
6982,Somerst,1951,2,1210000
23180,NWAmes,1937,1,1180000
11900,OldTown,1950,1,1100000
34830,BrkSide,1957,1,999000
17580,CollgCr,1959,1,968000
4560,Veenker,1929,2,960000
7000,CollgCr,1943,2,925000
24773,Crawfor,1950,1.5,900000
28014,NoRidge,1963,1,898000
4280,Mitchel,1917,1,875000
5400,Somerst,1906,1.5,840500
2800,NWAmes,1906,2,840000
8405,OldTown,2000,2,840000
4000,BrkSide,1924,2,840000
5503,CollgCr,1995,2,820000
3800,Veenker,2001,2,815000
209523,CollgCr,1984,2,799000
8095,Crawfor,2007,2,782000
9800,NoRidge,1947,1,745000
4800,Mitchel,1923,1,740000
46355,Somerst,1998,2,740000
5400,NWAmes,2005,2,739000
5500,OldTown,1925,1.5,700000
5099,BrkSide,2006,2,700000
7277,CollgCr,2006,2,681716
6356,Veenker,1907,1.5,681000
10370,CollgCr,1987,2,665000
5669,Crawfor,2003,2,655000
5500,NoRidge,1921,1.5,635000
43101,Mitchel,1993,2,630000
7741,Somerst,1986,2,621138
38141,NWAmes,1960,1,600000
7416,OldTown,1967,1,600000
2750,BrkSide,1917,1,599000
6150,CollgCr,1926,2,590000
6000,Veenker,1932,1.5,589000
6000,CollgCr,1945,1,580000
9066,Crawfor,1978,1,565000
4270,NoRidge,2006,2,555000
34848,Mitchel,1933,1,550000
10414,Somerst,1974,1,544500
12920,NWAmes,1999,2,537000
4006,OldTown,1994,2,535000
7178,BrkSide,2004,2,515000
4000,CollgCr,1951,1,510250
8800,Veenker,1961,1,510000
4473,CollgCr,2012,2,499950
4367,Crawfor,2003,2,490000
12150,NoRidge,1994,1,479900
1243,Mitchel,2000,3,474800
23326,Somerst,1967,1,465000
5752,NWAmes,2003,2,465000
52983,OldTown,1991,2,460000
4600,BrkSide,1917,1,450000
6480,CollgCr,1947,1,438750
5100,Veenker,1965,1,432500
7140,CollgCr,1943,1,430000
6315,Crawfor,2005,1,429000
9545,NoRidge,1979,1,425000
22320,Mitchel,1977,1,420000
